origin,destination,distance,duration
Minneapolis,Brainerd,203 km,2 hours 6 mins
Brainerd,Newark,"2,123 km",19 hours 35 mins
Brainerd,Newark,"2,123 km",19 hours 35 mins
Elmira,Pellston,"1,016 km",9 hours 36 mins
Elmira,Pellston,"1,016 km",9 hours 36 mins
Pellston,Grand Rapids,327 km,3 hours 21 mins
Pellston,Grand Rapids,327 km,3 hours 21 mins
Grand Rapids,Detroit,253 km,2 hours 20 mins
Grand Rapids,Detroit,253 km,2 hours 20 mins
Detroit,Elmira,764 km,7 hours 7 mins
Detroit,Elmira,764 km,7 hours 7 mins
Punta Gorda,Texarkana,"1,747 km",15 hours 41 mins
Punta Gorda,Texarkana,"1,747 km",15 hours 41 mins
Texarkana,Austin,603 km,5 hours 30 mins
Texarkana,Austin,603 km,5 hours 30 mins
Austin,Brownsville,564 km,5 hours 10 mins
Austin,Brownsville,564 km,5 hours 10 mins
Brownsville,Punta Gorda,"2,300 km",20 hours 28 mins
Brownsville,Punta Gorda,"2,300 km",20 hours 28 mins
Dallas,Grand Forks,"1,857 km",16 hours 32 mins
Dallas,Grand Forks,"1,857 km",16 hours 32 mins
Grand Forks,Minot,338 km,3 hours 17 mins
Grand Forks,Minot,338 km,3 hours 17 mins
Minot,Williston,196 km,2 hours 1 min
Minot,Williston,196 km,2 hours 1 min
Williston,Dallas,"2,172 km",20 hours 38 mins
Williston,Dallas,"2,172 km",20 hours 38 mins
Roanoke,Johnstown,485 km,5 hours 4 mins
Roanoke,Johnstown,485 km,5 hours 4 mins
Johnstown,Philadelphia,384 km,3 hours 54 mins
Johnstown,Philadelphia,384 km,3 hours 54 mins
Philadelphia,Harrisburg,172 km,1 hour 51 mins
Philadelphia,Harrisburg,172 km,1 hour 51 mins
Harrisburg,Roanoke,474 km,4 hours 28 mins
Harrisburg,Roanoke,474 km,4 hours 28 mins
Charlotte,Philadelphia,868 km,8 hours 11 mins
Charlotte,Philadelphia,868 km,8 hours 11 mins
Philadelphia,State College,309 km,3 hours 12 mins
Philadelphia,State College,309 km,3 hours 12 mins
State College,Pittsburgh,225 km,2 hours 29 mins
State College,Pittsburgh,225 km,2 hours 29 mins
Pittsburgh,Charlotte,721 km,6 hours 56 mins
Pittsburgh,Charlotte,721 km,6 hours 56 mins
Oklahoma City,Orlando,"2,069 km",18 hours 30 mins
Oklahoma City,Orlando,"2,069 km",18 hours 30 mins
Orlando,Pensacola,724 km,6 hours 19 mins
Orlando,Pensacola,724 km,6 hours 19 mins
Pensacola,Miami,"1,085 km",9 hours 32 mins
Pensacola,Miami,"1,085 km",9 hours 32 mins
Miami,Oklahoma City,"2,446 km",21 hours 36 mins
Miami,Oklahoma City,"2,446 km",21 hours 36 mins
Chicago,Houston,"1,728 km",16 hours 14 mins
Chicago,Houston,"1,728 km",16 hours 14 mins
Houston,San Antonio,317 km,2 hours 56 mins
Houston,San Antonio,317 km,2 hours 56 mins
San Antonio,Dallas,440 km,4 hours 4 mins
San Antonio,Dallas,440 km,4 hours 4 mins
Dallas,Chicago,"1,491 km",14 hours 6 mins
Dallas,Chicago,"1,491 km",14 hours 6 mins
Denver,Shreveport,"1,583 km",14 hours 39 mins
Denver,Shreveport,"1,583 km",14 hours 39 mins
Shreveport,Lake Charles,302 km,3 hours 17 mins
Shreveport,Lake Charles,302 km,3 hours 17 mins
Lake Charles,New Orleans,331 km,3 hours 6 mins
Lake Charles,New Orleans,331 km,3 hours 6 mins
New Orleans,Denver,"2,097 km",19 hours 18 mins
New Orleans,Denver,"2,097 km",19 hours 18 mins
Myrtle Beach,Buffalo,"1,324 km",12 hours 51 mins
Myrtle Beach,Buffalo,"1,324 km",12 hours 51 mins
Buffalo,Niagara Falls,31.9 km,26 mins
Buffalo,Niagara Falls,31.9 km,26 mins
Niagara Falls,New York,657 km,6 hours 29 mins
Niagara Falls,New York,657 km,6 hours 29 mins
New York,Myrtle Beach,"1,066 km",10 hours 21 mins
New York,Myrtle Beach,"1,066 km",10 hours 21 mins
Punta Gorda,Sioux City,"2,623 km",23 hours 24 mins
Punta Gorda,Sioux City,"2,623 km",23 hours 24 mins
Sioux City,Dubuque,483 km,4 hours 43 mins
Sioux City,Dubuque,483 km,4 hours 43 mins
Dubuque,Des Moines,317 km,3 hours 13 mins
Dubuque,Des Moines,317 km,3 hours 13 mins
Des Moines,Punta Gorda,"2,339 km",21 hours 14 mins
Des Moines,Punta Gorda,"2,339 km",21 hours 14 mins
Oakland,Salt Lake City,"1,175 km",10 hours 41 mins
Oakland,Salt Lake City,"1,175 km",10 hours 41 mins
Salt Lake City,Moab,376 km,3 hours 42 mins
Salt Lake City,Moab,376 km,3 hours 42 mins
Moab,Ogden,434 km,4 hours 12 mins
Moab,Ogden,434 km,4 hours 12 mins
Ogden,Oakland,"1,228 km",11 hours 11 mins
Ogden,Oakland,"1,228 km",11 hours 11 mins
Key West,Wilmington,"1,511 km",14 hours 15 mins
Key West,Wilmington,"1,511 km",14 hours 15 mins
Wilmington,Charlotte,324 km,3 hours 24 mins
Wilmington,Charlotte,324 km,3 hours 24 mins
Charlotte,Fayetteville,223 km,2 hours 40 mins
Charlotte,Fayetteville,223 km,2 hours 40 mins
Fayetteville,Key West,"1,443 km",13 hours 34 mins
Fayetteville,Key West,"1,443 km",13 hours 34 mins
Harrisburg,Dallas,"2,225 km",20 hours 16 mins
Harrisburg,Dallas,"2,225 km",20 hours 16 mins
Dallas,Amarillo,588 km,5 hours 30 mins
Dallas,Amarillo,588 km,5 hours 30 mins
Amarillo,Houston,965 km,8 hours 49 mins
Amarillo,Houston,965 km,8 hours 49 mins
Houston,Harrisburg,"2,353 km",21 hours 16 mins
Houston,Harrisburg,"2,353 km",21 hours 16 mins
Philadelphia,Minneapolis,"1,878 km",17 hours 26 mins
Philadelphia,Minneapolis,"1,878 km",17 hours 26 mins
Minneapolis,Brainerd,203 km,2 hours 6 mins
Minneapolis,Brainerd,203 km,2 hours 6 mins
Brainerd,Duluth,184 km,2 hours 3 mins
Brainerd,Duluth,184 km,2 hours 3 mins
Duluth,Philadelphia,"1,982 km",18 hours 22 mins
Duluth,Philadelphia,"1,982 km",18 hours 22 mins
Sault Ste. Marie,Pellston,122 km,1 hour 16 mins
Sault Ste. Marie,Pellston,122 km,1 hour 16 mins
Pellston,Traverse City,137 km,1 hour 49 mins
Pellston,Traverse City,137 km,1 hour 49 mins
Traverse City,Alpena,204 km,2 hours 29 mins
Traverse City,Alpena,204 km,2 hours 29 mins
Alpena,Sault Ste. Marie,247 km,2 hours 39 mins
Alpena,Sault Ste. Marie,247 km,2 hours 39 mins
Myrtle Beach,Dallas,"1,847 km",16 hours 50 mins
Myrtle Beach,Dallas,"1,847 km",16 hours 50 mins
Dallas,Killeen,248 km,2 hours 17 mins
Dallas,Killeen,248 km,2 hours 17 mins
Killeen,Austin,108 km,1 hour 10 mins
Killeen,Austin,108 km,1 hour 10 mins
Austin,Myrtle Beach,"2,078 km",19 hours 14 mins
Austin,Myrtle Beach,"2,078 km",19 hours 14 mins
Miami,Austin,"2,176 km",19 hours 21 mins
Miami,Austin,"2,176 km",19 hours 21 mins
Austin,Lubbock,600 km,5 hours 57 mins
Austin,Lubbock,600 km,5 hours 57 mins
Lubbock,Dallas,558 km,5 hours 2 mins
Lubbock,Dallas,558 km,5 hours 2 mins
Dallas,Miami,"2,107 km",19 hours 2 mins
Dallas,Miami,"2,107 km",19 hours 2 mins
Columbus,Wilmington,974 km,9 hours 17 mins
Columbus,Wilmington,974 km,9 hours 17 mins
Wilmington,Fayetteville,149 km,1 hour 43 mins
Wilmington,Fayetteville,149 km,1 hour 43 mins
Fayetteville,Charlotte,223 km,2 hours 40 mins
Fayetteville,Charlotte,223 km,2 hours 40 mins
Charlotte,Columbus,685 km,6 hours 41 mins
Charlotte,Columbus,685 km,6 hours 41 mins
Monterey,Seattle,"1,458 km",13 hours 54 mins
Monterey,Seattle,"1,458 km",13 hours 54 mins
Seattle,Yakima,229 km,2 hours 14 mins
Seattle,Yakima,229 km,2 hours 14 mins
Yakima,Spokane,325 km,3 hours 2 mins
Yakima,Spokane,325 km,3 hours 2 mins
Spokane,Monterey,"1,569 km",15 hours 35 mins
Spokane,Monterey,"1,569 km",15 hours 35 mins
Everett,Portland,325 km,3 hours 12 mins
Everett,Portland,325 km,3 hours 12 mins
Portland,Medford,439 km,4 hours 17 mins
Portland,Medford,439 km,4 hours 17 mins
Medford,Eugene,268 km,2 hours 40 mins
Medford,Eugene,268 km,2 hours 40 mins
Eugene,Everett,500 km,4 hours 52 mins
Eugene,Everett,500 km,4 hours 52 mins
Dallas,Billings,"2,171 km",19 hours 36 mins
Dallas,Billings,"2,171 km",19 hours 36 mins
Billings,Missoula,555 km,4 hours 58 mins
Billings,Missoula,555 km,4 hours 58 mins
Missoula,Bozeman,325 km,2 hours 59 mins
Missoula,Bozeman,325 km,2 hours 59 mins
Bozeman,Dallas,"2,365 km",21 hours 28 mins
Bozeman,Dallas,"2,365 km",21 hours 28 mins
Tulsa,San Diego,"2,282 km",20 hours 46 mins
Tulsa,San Diego,"2,282 km",20 hours 46 mins
San Diego,Sacramento,812 km,7 hours 50 mins
San Diego,Sacramento,812 km,7 hours 50 mins
Sacramento,Fresno,275 km,2 hours 44 mins
Sacramento,Fresno,275 km,2 hours 44 mins
Fresno,Tulsa,"2,506 km",22 hours 31 mins
Fresno,Tulsa,"2,506 km",22 hours 31 mins
Appleton,Fort Myers,"2,395 km",21 hours 44 mins
Appleton,Fort Myers,"2,395 km",21 hours 44 mins
Fort Myers,Gainesville,399 km,3 hours 43 mins
Fort Myers,Gainesville,399 km,3 hours 43 mins
Gainesville,Orlando,181 km,1 hour 46 mins
Gainesville,Orlando,181 km,1 hour 46 mins
Orlando,Appleton,"2,179 km",19 hours 45 mins
Orlando,Appleton,"2,179 km",19 hours 45 mins
Greensboro,Dallas,"1,798 km",16 hours 15 mins
Greensboro,Dallas,"1,798 km",16 hours 15 mins
Dallas,Laredo,691 km,6 hours 21 mins
Dallas,Laredo,691 km,6 hours 21 mins
Laredo,Brownsville,329 km,3 hours 26 mins
Laredo,Brownsville,329 km,3 hours 26 mins
Brownsville,Greensboro,"2,377 km",21 hours 31 mins
Brownsville,Greensboro,"2,377 km",21 hours 31 mins
Houston,San Diego,"2,366 km",20 hours 58 mins
Houston,San Diego,"2,366 km",20 hours 58 mins
San Diego,Redding,"1,070 km",10 hours 10 mins
San Diego,Redding,"1,070 km",10 hours 10 mins
Redding,Palm Springs,"1,046 km",9 hours 45 mins
Redding,Palm Springs,"1,046 km",9 hours 45 mins
Palm Springs,Houston,"2,323 km",20 hours 47 mins
Palm Springs,Houston,"2,323 km",20 hours 47 mins
Grand Rapids,Escanaba,616 km,5 hours 49 mins
Grand Rapids,Escanaba,616 km,5 hours 49 mins
Escanaba,Detroit,700 km,6 hours 23 mins
Escanaba,Detroit,700 km,6 hours 23 mins
White Plains,Fort Myers,"2,063 km",19 hours 1 min
White Plains,Fort Myers,"2,063 km",19 hours 1 min
Fort Myers,Gainesville,399 km,3 hours 43 mins
Fort Myers,Gainesville,399 km,3 hours 43 mins
Gainesville,Orlando,181 km,1 hour 46 mins
Gainesville,Orlando,181 km,1 hour 46 mins
Orlando,White Plains,"1,776 km",16 hours 9 mins
Orlando,White Plains,"1,776 km",16 hours 9 mins
Harrisburg,Detroit,776 km,7 hours 17 mins
Harrisburg,Detroit,776 km,7 hours 17 mins
Detroit,Harrisburg,777 km,7 hours 18 mins
Detroit,Harrisburg,777 km,7 hours 18 mins
Minneapolis,Jacksonville,"2,370 km",21 hours 14 mins
Minneapolis,Jacksonville,"2,370 km",21 hours 14 mins
Jacksonville,Minneapolis,"2,377 km",21 hours 20 mins
Jacksonville,Minneapolis,"2,377 km",21 hours 20 mins
Baltimore,Syracuse,534 km,5 hours 10 mins
Baltimore,Syracuse,534 km,5 hours 10 mins
Syracuse,Baltimore,535 km,5 hours 8 mins
Syracuse,Baltimore,535 km,5 hours 8 mins
Orlando,Newark,"1,712 km",15 hours 29 mins
Orlando,Newark,"1,712 km",15 hours 29 mins
Newark,Orlando,"1,722 km",15 hours 37 mins
Newark,Orlando,"1,722 km",15 hours 37 mins
Wilmington,Washington,585 km,5 hours 31 mins
Wilmington,Washington,585 km,5 hours 31 mins
Washington,Wilmington,586 km,5 hours 31 mins
Washington,Wilmington,586 km,5 hours 31 mins
Dallas,Charlotte,"1,651 km",15 hours 2 mins
Dallas,Charlotte,"1,651 km",15 hours 2 mins
Charlotte,Dallas,"1,657 km",15 hours 2 mins
Charlotte,Dallas,"1,657 km",15 hours 2 mins
White Plains,Atlanta,"1,450 km",13 hours 34 mins
White Plains,Atlanta,"1,450 km",13 hours 34 mins
Atlanta,White Plains,"1,441 km",13 hours 32 mins
Atlanta,White Plains,"1,441 km",13 hours 32 mins
Buffalo,Boston,737 km,6 hours 50 mins
Buffalo,Boston,737 km,6 hours 50 mins
Boston,Buffalo,733 km,6 hours 50 mins
Boston,Buffalo,733 km,6 hours 50 mins
Denver,Savannah,"2,658 km",23 hours 49 mins
Denver,Savannah,"2,658 km",23 hours 49 mins
Savannah,Denver,"2,656 km",23 hours 53 mins
Savannah,Denver,"2,656 km",23 hours 53 mins
Peoria,Las Vegas,"2,702 km",23 hours 59 mins
Peoria,Las Vegas,"2,702 km",23 hours 59 mins
Las Vegas,Peoria,"2,701 km",23 hours 54 mins
Las Vegas,Peoria,"2,701 km",23 hours 54 mins
San Francisco,Tucson,"1,390 km",12 hours 50 mins
San Francisco,Tucson,"1,390 km",12 hours 50 mins
Tucson,San Francisco,"1,391 km",12 hours 55 mins
Tucson,San Francisco,"1,391 km",12 hours 55 mins
Baltimore,Louisville,982 km,9 hours 7 mins
Baltimore,Louisville,982 km,9 hours 7 mins
Louisville,Baltimore,981 km,9 hours 11 mins
Louisville,Baltimore,981 km,9 hours 11 mins
Myrtle Beach,Baltimore,757 km,7 hours 28 mins
Myrtle Beach,Baltimore,757 km,7 hours 28 mins
Baltimore,Myrtle Beach,766 km,7 hours 28 mins
Baltimore,Myrtle Beach,766 km,7 hours 28 mins
Memphis,Phoenix,"2,292 km",20 hours 44 mins
Memphis,Phoenix,"2,292 km",20 hours 44 mins
Phoenix,Memphis,"2,293 km",20 hours 40 mins
Phoenix,Memphis,"2,293 km",20 hours 40 mins
Missoula,Minneapolis,"1,901 km",16 hours 43 mins
Missoula,Minneapolis,"1,901 km",16 hours 43 mins
Minneapolis,Missoula,"1,902 km",16 hours 46 mins
Minneapolis,Missoula,"1,902 km",16 hours 46 mins
Houston,Gunnison,"1,677 km",16 hours 5 mins
Houston,Gunnison,"1,677 km",16 hours 5 mins
Gunnison,Houston,"1,679 km",16 hours 2 mins
Gunnison,Houston,"1,679 km",16 hours 2 mins
Fort Dodge,Denver,"1,131 km",10 hours 24 mins
Fort Dodge,Denver,"1,131 km",10 hours 24 mins
Denver,Fort Dodge,"1,134 km",10 hours 21 mins
Denver,Fort Dodge,"1,134 km",10 hours 21 mins
Pittsburgh,Detroit,460 km,4 hours 16 mins
Pittsburgh,Detroit,460 km,4 hours 16 mins
Detroit,Pittsburgh,460 km,4 hours 17 mins
Detroit,Pittsburgh,460 km,4 hours 17 mins
Missoula,Oakland,"1,565 km",16 hours 26 mins
Missoula,Oakland,"1,565 km",16 hours 26 mins
Oakland,Missoula,"1,565 km",16 hours 28 mins
Oakland,Missoula,"1,565 km",16 hours 28 mins
Charlottesville,New York,549 km,5 hours 46 mins
Charlottesville,New York,549 km,5 hours 46 mins
New York,Charlottesville,550 km,5 hours 46 mins
New York,Charlottesville,550 km,5 hours 46 mins
Dallas,Moline,"1,316 km",13 hours 4 mins
Dallas,Moline,"1,316 km",13 hours 4 mins
Moline,Dallas,"1,316 km",13 hours 3 mins
Moline,Dallas,"1,316 km",13 hours 3 mins
Montgomery,Dallas,"1,045 km",9 hours 44 mins
Montgomery,Dallas,"1,045 km",9 hours 44 mins
Dallas,Montgomery,"1,043 km",9 hours 45 mins
Dallas,Montgomery,"1,043 km",9 hours 45 mins
Richmond,Philadelphia,402 km,4 hours 1 min
Richmond,Philadelphia,402 km,4 hours 1 min
Philadelphia,Richmond,407 km,4 hours 2 mins
Philadelphia,Richmond,407 km,4 hours 2 mins
Albuquerque,San Diego,"1,242 km",11 hours 38 mins
Albuquerque,San Diego,"1,242 km",11 hours 38 mins
San Diego,Albuquerque,"1,240 km",11 hours 39 mins
San Diego,Albuquerque,"1,240 km",11 hours 39 mins
Denver,Laramie,212 km,2 hours 11 mins
Denver,Laramie,212 km,2 hours 11 mins
Laramie,Denver,208 km,2 hours 9 mins
Laramie,Denver,208 km,2 hours 9 mins
Panama City,Baltimore,"1,623 km",14 hours 57 mins
Panama City,Baltimore,"1,623 km",14 hours 57 mins
Baltimore,Panama City,"1,629 km",14 hours 55 mins
Baltimore,Panama City,"1,629 km",14 hours 55 mins
St. Louis,Detroit,852 km,7 hours 53 mins
St. Louis,Detroit,852 km,7 hours 53 mins
Detroit,St. Louis,852 km,7 hours 55 mins
Detroit,St. Louis,852 km,7 hours 55 mins
Dallas,Charlotte,"1,651 km",15 hours 2 mins
Dallas,Charlotte,"1,651 km",15 hours 2 mins
Charlotte,Dallas,"1,657 km",15 hours 2 mins
Charlotte,Dallas,"1,657 km",15 hours 2 mins
Denver,Cheyenne,164 km,1 hour 38 mins
Denver,Cheyenne,164 km,1 hour 38 mins
Cheyenne,Denver,161 km,1 hour 37 mins
Cheyenne,Denver,161 km,1 hour 37 mins
Atlanta,Philadelphia,"1,253 km",11 hours 44 mins
Atlanta,Philadelphia,"1,253 km",11 hours 44 mins
Philadelphia,Atlanta,"1,261 km",11 hours 47 mins
Philadelphia,Atlanta,"1,261 km",11 hours 47 mins
Salt Lake City,Las Vegas,677 km,5 hours 55 mins
Salt Lake City,Las Vegas,677 km,5 hours 55 mins
Las Vegas,Salt Lake City,677 km,5 hours 56 mins
Las Vegas,Salt Lake City,677 km,5 hours 56 mins
Pocatello,Salt Lake City,264 km,2 hours 21 mins
Pocatello,Salt Lake City,264 km,2 hours 21 mins
Salt Lake City,Pocatello,264 km,2 hours 20 mins
Salt Lake City,Pocatello,264 km,2 hours 20 mins
Fort Myers,Trenton,"1,917 km",17 hours 36 mins
Fort Myers,Trenton,"1,917 km",17 hours 36 mins
Trenton,Fort Myers,"1,922 km",17 hours 39 mins
Trenton,Fort Myers,"1,922 km",17 hours 39 mins
Washington,Syracuse,597 km,5 hours 58 mins
Washington,Syracuse,597 km,5 hours 58 mins
Syracuse,Washington,600 km,5 hours 59 mins
Syracuse,Washington,600 km,5 hours 59 mins
Santa Rosa,Portland,984 km,10 hours 0 mins
Santa Rosa,Portland,984 km,10 hours 0 mins
Portland,Santa Rosa,984 km,10 hours 3 mins
Portland,Santa Rosa,984 km,10 hours 3 mins
Miami,Atlantic City,"1,997 km",17 hours 59 mins
Miami,Atlantic City,"1,997 km",17 hours 59 mins
Atlantic City,Miami,"2,004 km",18 hours 7 mins
Atlantic City,Miami,"2,004 km",18 hours 7 mins
Norfolk,Baltimore,378 km,3 hours 56 mins
Norfolk,Baltimore,378 km,3 hours 56 mins
Baltimore,Norfolk,386 km,3 hours 51 mins
Baltimore,Norfolk,386 km,3 hours 51 mins
Chicago,Roanoke,"1,080 km",10 hours 30 mins
Chicago,Roanoke,"1,080 km",10 hours 30 mins
Roanoke,Chicago,"1,079 km",10 hours 32 mins
Roanoke,Chicago,"1,079 km",10 hours 32 mins
Boise,San Diego,"1,533 km",14 hours 24 mins
Boise,San Diego,"1,533 km",14 hours 24 mins
San Diego,Boise,"1,535 km",14 hours 24 mins
San Diego,Boise,"1,535 km",14 hours 24 mins
Fort Myers,Atlantic City,"1,947 km",17 hours 52 mins
Fort Myers,Atlantic City,"1,947 km",17 hours 52 mins
Atlantic City,Fort Myers,"1,953 km",17 hours 56 mins
Atlantic City,Fort Myers,"1,953 km",17 hours 56 mins
Savannah,Charlotte,405 km,3 hours 48 mins
Savannah,Charlotte,405 km,3 hours 48 mins
Charlotte,Savannah,406 km,3 hours 48 mins
Charlotte,Savannah,406 km,3 hours 48 mins
New York,Minneapolis,"1,927 km",18 hours 2 mins
New York,Minneapolis,"1,927 km",18 hours 2 mins
Minneapolis,New York,"1,934 km",17 hours 57 mins
Minneapolis,New York,"1,934 km",17 hours 57 mins
Baltimore,Memphis,"1,471 km",13 hours 28 mins
Baltimore,Memphis,"1,471 km",13 hours 28 mins
Memphis,Baltimore,"1,471 km",13 hours 30 mins
Memphis,Baltimore,"1,471 km",13 hours 30 mins
Memphis,Tampa,"1,349 km",12 hours 4 mins
Memphis,Tampa,"1,349 km",12 hours 4 mins
Tampa,Memphis,"1,362 km",12 hours 2 mins
Tampa,Memphis,"1,362 km",12 hours 2 mins
Asheville,Baltimore,819 km,7 hours 43 mins
Asheville,Baltimore,819 km,7 hours 43 mins
Baltimore,Asheville,819 km,7 hours 42 mins
Baltimore,Asheville,819 km,7 hours 42 mins
Houston,Colorado Springs,"1,546 km",14 hours 13 mins
Houston,Colorado Springs,"1,546 km",14 hours 13 mins
Colorado Springs,Houston,"1,551 km",14 hours 13 mins
Colorado Springs,Houston,"1,551 km",14 hours 13 mins
Little Rock,Atlanta,836 km,7 hours 43 mins
Little Rock,Atlanta,836 km,7 hours 43 mins
Atlanta,Little Rock,850 km,7 hours 41 mins
Atlanta,Little Rock,850 km,7 hours 41 mins
Clarksburg,Chicago,867 km,8 hours 18 mins
Clarksburg,Chicago,867 km,8 hours 18 mins
Chicago,Clarksburg,867 km,8 hours 16 mins
Chicago,Clarksburg,867 km,8 hours 16 mins
Bend,Los Angeles,"1,319 km",12 hours 48 mins
Bend,Los Angeles,"1,319 km",12 hours 48 mins
Los Angeles,Bend,"1,318 km",12 hours 46 mins
Los Angeles,Bend,"1,318 km",12 hours 46 mins
Las Vegas,Minot,"2,267 km",20 hours 47 mins
Las Vegas,Minot,"2,267 km",20 hours 47 mins
Minot,Las Vegas,"2,269 km",20 hours 50 mins
Minot,Las Vegas,"2,269 km",20 hours 50 mins
Belleville,Las Vegas,"2,595 km",23 hours 16 mins
Belleville,Las Vegas,"2,595 km",23 hours 16 mins
Las Vegas,Belleville,"2,594 km",23 hours 10 mins
Las Vegas,Belleville,"2,594 km",23 hours 10 mins
Kansas City,Los Angeles,"2,604 km",23 hours 22 mins
Kansas City,Los Angeles,"2,604 km",23 hours 22 mins
Los Angeles,Kansas City,"2,603 km",23 hours 12 mins
Los Angeles,Kansas City,"2,603 km",23 hours 12 mins
La Crosse,Detroit,912 km,8 hours 18 mins
La Crosse,Detroit,912 km,8 hours 18 mins
Detroit,La Crosse,915 km,8 hours 23 mins
Detroit,La Crosse,915 km,8 hours 23 mins
Reno,Portland,855 km,8 hours 47 mins
Reno,Portland,855 km,8 hours 47 mins
Portland,Reno,855 km,8 hours 49 mins
Portland,Reno,855 km,8 hours 49 mins
Phoenix,Nashville,"2,633 km",23 hours 49 mins
Phoenix,Nashville,"2,633 km",23 hours 49 mins
Nashville,Phoenix,"2,632 km",23 hours 51 mins
Nashville,Phoenix,"2,632 km",23 hours 51 mins
Green Bay,Orlando,"2,197 km",19 hours 59 mins
Green Bay,Orlando,"2,197 km",19 hours 59 mins
Orlando,Green Bay,"2,198 km",19 hours 56 mins
Orlando,Green Bay,"2,198 km",19 hours 56 mins
Washington,Plattsburgh,842 km,8 hours 8 mins
Washington,Plattsburgh,842 km,8 hours 8 mins
Plattsburgh,Washington,845 km,8 hours 8 mins
Plattsburgh,Washington,845 km,8 hours 8 mins
Lewisburg,Chicago,"1,006 km",9 hours 20 mins
Lewisburg,Chicago,"1,006 km",9 hours 20 mins
Chicago,Lewisburg,"1,006 km",9 hours 20 mins
Chicago,Lewisburg,"1,006 km",9 hours 20 mins
Syracuse,Newark,382 km,3 hours 44 mins
Syracuse,Newark,382 km,3 hours 44 mins
Newark,Syracuse,382 km,3 hours 49 mins
Newark,Syracuse,382 km,3 hours 49 mins
Minneapolis,Buffalo,"1,528 km",14 hours 2 mins
Minneapolis,Buffalo,"1,528 km",14 hours 2 mins
Buffalo,Minneapolis,"1,520 km",14 hours 4 mins
Buffalo,Minneapolis,"1,520 km",14 hours 4 mins
Miami,Tulsa,"2,342 km",20 hours 42 mins
Miami,Tulsa,"2,342 km",20 hours 42 mins
Tulsa,Miami,"2,326 km",20 hours 47 mins
Tulsa,Miami,"2,326 km",20 hours 47 mins
Los Angeles,Tucson,777 km,7 hours 10 mins
Los Angeles,Tucson,777 km,7 hours 10 mins
Tucson,Los Angeles,778 km,7 hours 12 mins
Tucson,Los Angeles,778 km,7 hours 12 mins
Minneapolis,Escanaba,589 km,5 hours 51 mins
Minneapolis,Escanaba,589 km,5 hours 51 mins
Escanaba,Minneapolis,590 km,5 hours 51 mins
Escanaba,Minneapolis,590 km,5 hours 51 mins
Lexington,Chicago,598 km,5 hours 46 mins
Lexington,Chicago,598 km,5 hours 46 mins
Chicago,Lexington,600 km,5 hours 46 mins
Chicago,Lexington,600 km,5 hours 46 mins
Charleston,Indianapolis,"1,171 km",10 hours 56 mins
Charleston,Indianapolis,"1,171 km",10 hours 56 mins
Indianapolis,Charleston,"1,171 km",10 hours 55 mins
Indianapolis,Charleston,"1,171 km",10 hours 55 mins
Phoenix,Bozeman,"1,721 km",16 hours 20 mins
Phoenix,Bozeman,"1,721 km",16 hours 20 mins
Bozeman,Phoenix,"1,723 km",16 hours 28 mins
Bozeman,Phoenix,"1,723 km",16 hours 28 mins
Missoula,Las Vegas,"1,517 km",13 hours 6 mins
Missoula,Las Vegas,"1,517 km",13 hours 6 mins
Las Vegas,Missoula,"1,517 km",13 hours 8 mins
Las Vegas,Missoula,"1,517 km",13 hours 8 mins
New York,Cleveland,744 km,7 hours 16 mins
New York,Cleveland,744 km,7 hours 16 mins
Cleveland,New York,744 km,7 hours 14 mins
Cleveland,New York,744 km,7 hours 14 mins
Moab,Denver,570 km,5 hours 23 mins
Moab,Denver,570 km,5 hours 23 mins
Denver,Moab,571 km,5 hours 25 mins
