NAME,price,room type,house_rules,minimum nights,maximum occupancy,review rate number,city
Entire 1BD Apt in Long Island City!,268.0,Entire home/apt,No children under 10,1.0,3,1.0,Wenatchee
Large private live/work space; garden & parking,505.0,Entire home/apt,No children under 10,7.0,2,5.0,Wenatchee
Sunny Stuyvesant Private Bedroom Madison 1R-4,639.0,Private room,No parties & No children under 10,30.0,2,3.0,Wenatchee
Private Room on the Upper West Side,90.0,Private room,No children under 10,2.0,1,4.0,Wenatchee
Cozy BK Apt -Roof & Balcony- 5 star host reviews!,374.0,Entire home/apt,No pets,2.0,2,5.0,Wenatchee
Attractive one bedroom suite in midtown Manhattan,351.0,Entire home/apt,No pets,30.0,2,1.0,Wenatchee
Cozy Room in a Luxury Apartment,1176.0,Private room,No pets,1.0,2,1.0,Wenatchee
Tranquil Room in Manhattan,505.0,Private room,No visitors,2.0,2,2.0,Wenatchee
"☆Charming bedroom, 5min to Empire State Building☆",175.0,Private room,No smoking,1.0,2,3.0,Wenatchee
"Cosy room in NYC, two blocks from Central Park!",108.0,Private room,No smoking & No pets,3.0,1,3.0,Wenatchee
"Nice 3Beds/2bedroom Apartment, 5min TIME SQUARE.",1127.0,Entire home/apt,No parties & No visitors,1.0,5,3.0,Wenatchee
Perfect Chanukah apartment for the whole crew!,451.0,Entire home/apt,No pets,11.0,3,3.0,Augusta
Planta Baja Studio,637.0,Entire home/apt,No smoking,1.0,4,5.0,Augusta
"Large, 2fl/2bdrm Williamsburg Apt",445.0,Entire home/apt,No visitors,3.0,2,1.0,Augusta
Bright and cozy bedroom in Williamsburg,499.0,Private room,No pets,1.0,2,2.0,Augusta
Private room in super location in lower Manhattan,621.0,Private room,No children under 10 & No pets,14.0,2,5.0,Augusta
"Elegant/Classy Artist Loft, 2 Priv bdms/CLEAN",944.0,Entire home/apt,No pets & No children under 10 & No smoking,21.0,7,1.0,Augusta
NoLIta / Soho 1 bedroom oasis,1136.0,Entire home/apt,No children under 10 & No parties,3.0,5,5.0,Augusta
Very close to Manhattan! Muy cerca de Manhattan,256.0,Private room,No children under 10 & No visitors,2.0,2,5.0,Augusta
"3 Beds, Uptown , one block train A ,15 min Wall St",588.0,Entire home/apt,No parties,30.0,4,4.0,Augusta
"Cute one bedroom apt. in Greenpoint, Brooklyn.",750.0,Private room,No smoking & No children under 10 & No visitors,3.0,1,1.0,Augusta
Big and Bright Apartment with Balcony,1029.0,Entire home/apt,No children under 10,7.0,7,4.0,Augusta
**Cozy Space - Private Access**,954.0,Private room,No pets,2.0,2,4.0,Augusta
Comfortable and Cozy!,1143.0,Private room,No smoking & No pets,1.0,1,2.0,Augusta
Cozy Private Room,69.0,Private room,No children under 10 & No parties & No visitors,2.0,2,4.0,Decatur
The Heart of the Lower East Side!,587.0,Entire home/apt,No children under 10,2.0,2,4.0,Decatur
"TRAIN NEAR, 10JFK, 30LGA CuteBedr in3Bed,Manhattan",143.0,Private room,No children under 10 & No visitors,1.0,2,1.0,Decatur
1 BR in Great NYC Neighborhood,582.0,Entire home/apt,No smoking,2.0,4,4.0,Decatur
Sublet - Queen size bedroom in Bushwick,1010.0,Private room,No visitors,5.0,1,3.0,Decatur
Cozy Garden Oasis Brooklyn Private 1 Bedroom Apt,499.0,Entire home/apt,No visitors,2.0,2,5.0,Decatur
"Hamilton Hts Beauty, Manhattan 1 BR",486.0,Entire home/apt,No smoking,1.0,4,3.0,Decatur
Mott Haven Dorm-Bed H,477.0,Shared room,No visitors & No parties & No children under 10,1.0,1,2.0,Decatur
Cheap & Comfy Huge Private Room!,371.0,Private room,No pets & No smoking,4.0,1,5.0,Decatur
Entire floor private 1 bedroom in Bushwick,1114.0,Private room,No children under 10,3.0,1,4.0,Decatur
Private bathroom bedroom near JFK  30min to NYC,1095.0,Private room,No smoking,3.0,2,3.0,Decatur
luxury apartment near wall street,1155.0,Entire home/apt,No pets,15.0,9,3.0,Decatur
TIGER’S REST,375.0,Entire home/apt,No pets,2.0,3,5.0,Decatur
Zen Apartment With Backyard,394.0,Entire home/apt,No children under 10,1.0,3,4.0,Decatur
Private room with lots of surprise,1104.0,Private room,No pets & No children under 10,2.0,2,5.0,Decatur
"Cozy Apt steps to Park, Subway, Restaurants, Bars",623.0,Entire home/apt,No children under 10 & No parties & No visitors,2.0,2,1.0,Decatur
Quiet and beautiful apartment near central park,930.0,Entire home/apt,No parties & No smoking,7.0,9,2.0,Fort Myers
Great room in Greenwich Village!,133.0,Private room,No visitors,1.0,1,4.0,Fort Myers
"Basement suite in Bushwick, 4 minutes from the M!",193.0,Private room,No children under 10 & No parties,3.0,2,3.0,Fort Myers
Large one bed room pied a terre in Park Slope,903.0,Entire home/apt,No pets & No smoking,30.0,2,4.0,Fort Myers
Beautiful & sunny large room in a gorgeous apt.,414.0,Private room,No smoking,30.0,2,5.0,Fort Myers
Spacious 1 Bedroom in the Heart of Williamsburg,623.0,Entire home/apt,No children under 10 & No smoking & No parties,1.0,2,2.0,Fort Myers
Private Apt in Queens NYC/less 5min walk to train,446.0,Entire home/apt,No pets & No parties,5.0,4,4.0,Fort Myers
Brooklyn Apartment,739.0,Private room,No smoking & No children under 10,6.0,2,3.0,Fort Myers
"Spacious and Cozy apartment, minutes to Manhattan!",1019.0,Private room,No children under 10 & No smoking,2.0,2,5.0,Fort Myers
"Lovely room with private bathroom, near Manhattan",681.0,Private room,No parties,1.0,1,1.0,Fort Myers
"Lower East Side, Bohemian Home, hipster location",783.0,Private room,No parties,3.0,2,2.0,Fort Myers
Studio Apartment in Upper East Side,366.0,Entire home/apt,No children under 10 & No visitors & No parties,7.0,3,5.0,Fort Myers
La Quinta Central Park West,327.0,Private room,No parties,1.0,2,5.0,Fort Myers
Medical Student Room A : Brooklyn Hospitals,508.0,Private room,No smoking,30.0,2,2.0,Fort Myers
East Village~Organic Living,984.0,Entire home/apt,No children under 10 & No parties,2.0,2,5.0,Fort Myers
Spacious yet Cozy Room in Manhattan,566.0,Private room,No visitors,3.0,2,4.0,Gainesville
Spacious Upper East Side 1BR apt near attractions,119.0,Entire home/apt,No visitors,30.0,2,2.0,Gainesville
It must be your BDAY because this deal is great,173.0,Private room,No children under 10,3.0,1,3.0,Gainesville
Private bedroom hideaway in East Village gem,118.0,Private room,No pets & No smoking,2.0,2,2.0,Gainesville
"""Oasis on The Park""",1068.0,Private room,No smoking & No parties & No visitors,1.0,1,3.0,Gainesville
Suite Nest /free street parking+wifi,1171.0,Entire home/apt,No smoking & No parties,30.0,8,2.0,Gainesville
Cozy Cove in Crown Heights,546.0,Private room,No pets,7.0,1,3.0,Gainesville
Bed Stuy Brownstone 50 steps to the Train :),1055.0,Private room,No parties & No children under 10,1.0,1,2.0,Gainesville
Mesmerized Penthouse,678.0,Entire home/apt,No children under 10,1.0,2,4.0,Gainesville
PrivateRoom1/LGA&JFK&Citi field&法拉盛/BustoManhattan,278.0,Private room,No parties & No visitors & No pets,1.0,2,2.0,Gainesville
Sunny Private Bedroom Near Manhattan,1182.0,Private room,No parties & No children under 10,1.0,1,2.0,Gainesville
Cozy large Full 1 Bedroom Apt,168.0,Entire home/apt,No children under 10,354.0,2,2.0,Gainesville
Fantastic Room in Bushwick,1069.0,Private room,No children under 10,2.0,2,3.0,Atlanta
FABULOUS SUNNY BEDROOM IN HARLEM,587.0,Private room,No parties,20.0,2,3.0,Atlanta
"Bright, Modern, Clean, Spacious, Brooklyn Home",1034.0,Entire home/apt,No children under 10,3.0,4,5.0,Atlanta
"Sunny, Friendly, Brooklyn Apartment",874.0,Private room,No pets,1.0,2,4.0,Atlanta
Stunning ! All new near U.N. & Central Park,675.0,Entire home/apt,No pets,30.0,3,4.0,Atlanta
1bd in a sunny 2 bd Ft. Greene Apt,1056.0,Private room,No visitors & No pets,1.0,1,4.0,Atlanta
Charming Carroll Gardens 2 BR,576.0,Entire home/apt,No parties,1.0,4,2.0,Atlanta
Unique 2BR Apartment,394.0,Entire home/apt,No parties & No pets & No children under 10,2.0,3,3.0,Atlanta
Bright central designer's apt - steps to train!,1019.0,Entire home/apt,No visitors & No smoking,5.0,10,5.0,Atlanta
THE WHITE HOUSE BEDROOM 1,654.0,Private room,No parties & No pets,3.0,2,5.0,Atlanta
Spacious private room close St. Barnabas Hospital,144.0,Private room,No smoking,2.0,1,4.0,Atlanta
Luxury apartment near Williamsburg & Manhattan,207.0,Entire home/apt,No pets,30.0,2,1.0,Valdosta
Lower East Side Oasis  (private room),487.0,Private room,No smoking & No children under 10,2.0,2,2.0,Valdosta
AWESOME CHARMING ROOM C WITH ROOF DECK ACCESS :),553.0,Private room,No visitors & No pets & No parties,30.0,1,5.0,Valdosta
West Village Walk-Up.,987.0,Entire home/apt,No children under 10 & No visitors,5.0,3,4.0,Valdosta
Private Apartment with 2 BEDs at Union Square,234.0,Entire home/apt,No visitors & No pets & No smoking,3.0,2,2.0,Valdosta
Two Bedroom Apartment Queens Near  Subway to NYC,645.0,Entire home/apt,No parties,2.0,2,4.0,Valdosta
Architect Designed Industrial Oasis in Greenpoint,458.0,Entire home/apt,No visitors & No parties & No pets,1.0,4,2.0,Valdosta
Cosy Apartment in the Heart of Manhattan,677.0,Entire home/apt,No children under 10 & No parties,1.0,2,5.0,Valdosta
Huge Sunny Apartment in Heart of Harlem NYC,1034.0,Private room,No smoking,1.0,1,1.0,Valdosta
Large Private Bedroom in Williamsburg Apartment,457.0,Private room,No parties,30.0,1,3.0,Valdosta
Sunny 1 BR in Brooklyn,722.0,Entire home/apt,No smoking,3.0,5,1.0,Valdosta
Bright apartment across from Riverside Park,926.0,Entire home/apt,No visitors,3.0,7,5.0,Valdosta
Sunny living room and great location in Brooklyn,629.0,Shared room,No smoking & No children under 10,3.0,1,5.0,Valdosta
Fully furnished lxury 2 BR with outdoor space (2E),722.0,Entire home/apt,No children under 10,30.0,3,2.0,Valdosta
Clean,720.0,Private room,No visitors & No parties & No smoking,3.0,1,2.0,Pittsburgh
Sunny 1 BR Brooklyn Loft Apartment,60.0,Entire home/apt,No visitors,4.0,2,1.0,Pittsburgh
Single private Bedroom in a beautiful House,954.0,Private room,No parties,3.0,1,5.0,Pittsburgh
Beautiful room at the heart of Bushwick,250.0,Shared room,No smoking,30.0,1,2.0,Pittsburgh
"New Designer 4 Bedroom, AC-Laundry. Next to Subway",1192.0,Entire home/apt,No parties & No smoking,2.0,4,3.0,Pittsburgh
"Large, sunny room in Brooklyn",1121.0,Private room,No children under 10,3.0,1,4.0,Pittsburgh
UWS Luxury 2 bdrm 2 bath Penthouse,1187.0,Entire home/apt,No visitors,30.0,4,2.0,Pittsburgh
Brooklyn Room in Hip Neighborhood - Close to Train,742.0,Private room,No parties & No children under 10 & No smoking,1.0,1,1.0,Philadelphia
Industrial Loft Living in NYC,178.0,Entire home/apt,No smoking,4.0,3,3.0,Philadelphia
Top floor of an amazing duplex,509.0,Private room,No parties,1.0,2,3.0,Philadelphia
Sunny room along riverside on 66th,217.0,Entire home/apt,No visitors & No parties,12.0,2,1.0,Philadelphia
Modern Luxury Apartment in Heart of Williamsburg,567.0,Entire home/apt,No parties,2.0,3,2.0,Philadelphia
Quiet Cozy Chelsea Studio,1029.0,Entire home/apt,No parties,3.0,7,5.0,Philadelphia
2BR luxury apt in Midtown East,897.0,Entire home/apt,No children under 10,4.0,3,3.0,Philadelphia
2 BDRM PRESIDENTIAL LUXURY CONDO MIDTOWN 45  NYC *,609.0,Private room,No visitors & No pets,3.0,2,2.0,Philadelphia
Gorgeous Lower Manhattan studio for summer sublet,962.0,Entire home/apt,No pets,35.0,4,4.0,Philadelphia
PRIVATE BEDROOM and BATHROOM crown heights Aprtmnt,1047.0,Private room,No smoking & No pets,1.0,2,5.0,Philadelphia
COZY COOL ROOM IN MANHATTAN APT / Manhattan,241.0,Private room,No children under 10,1.0,2,3.0,Moab
Private bedroom in FiDi,63.0,Private room,No smoking,1.0,1,2.0,Moab
Spacious Renovated Apt. in Harlem,120.0,Private room,No pets & No smoking,1.0,2,2.0,Moab
Bright Brooklyn Apartment,712.0,Entire home/apt,No smoking & No visitors & No parties,5.0,7,2.0,Moab
"Centrally Located, Large, Clean, Private Bedroom",863.0,Private room,No visitors & No pets,1.0,1,1.0,Moab
Charming sunny Bushwick bedroom,396.0,Private room,No children under 10,2.0,1,2.0,Moab
Centrally Located 1BDR With Furnished Patio,1007.0,Entire home/apt,No smoking & No pets & No children under 10,3.0,2,5.0,Moab
Private bedroom on Upper East Side !!!,630.0,Private room,No parties,2.0,1,1.0,Moab
Super quiet Apartment in East Williamsburg!!! =),1010.0,Private room,No visitors,3.0,2,2.0,Moab
Large Bedroom by Grand Central Station in NYC,230.0,Private room,No smoking,7.0,1,3.0,Moab
1BR Apartment in the Heart of the East Village,1142.0,Entire home/apt,No smoking & No visitors,4.0,8,5.0,Moab
Cozy apartment in Noho/ Soho,872.0,Private room,No visitors & No parties,1.0,2,4.0,Salt Lake City
Turtle Bay/UN Brownstone Garden Apt,1061.0,Entire home/apt,No pets & No smoking,4.0,4,1.0,Salt Lake City
Artist Loft-McCarren Park-Williamsburg-BrooklynNYC,705.0,Private room,No smoking,2.0,2,1.0,Salt Lake City
Stunning Modern Suite in the Heart of Brooklyn,473.0,Private room,No visitors,4.0,2,2.0,Salt Lake City
Spacious & Sunny Brooklyn Home,117.0,Entire home/apt,No visitors & No smoking,4.0,2,4.0,Salt Lake City
Hamilton Beach House,1186.0,Entire home/apt,No children under 10 & No visitors,1.0,10,3.0,Salt Lake City
3-BR duplex in Bed-Stuy Brownstone,392.0,Entire home/apt,No pets,3.0,3,5.0,Salt Lake City
Lovely Guestroom in Elevator Building,359.0,Private room,No smoking & No visitors & No parties,2.0,2,1.0,Tampa
Near all shopping & transportation,854.0,Private room,No pets & No children under 10,2.0,2,2.0,Tampa
Bright duplex apartment,164.0,Entire home/apt,No children under 10,2.0,3,1.0,Tampa
Financial District  Private Room,1156.0,Private room,No children under 10 & No pets,1.0,1,4.0,Tampa
Bushwick Den,1173.0,Private room,No visitors & No pets,3.0,1,2.0,Tampa
Perfect Two Bed Railroad Style Apartment,1093.0,Entire home/apt,No pets & No parties,4.0,4,3.0,Tampa
East Manhattan (March 10th-18th),310.0,Private room,No smoking,4.0,1,3.0,Tampa
Spacious 1+ bedroom apt in NYC,547.0,Entire home/apt,No smoking & No parties & No children under 10,1.0,2,5.0,Tampa
Artist Loft East Williamsburg,979.0,Private room,No parties & No smoking,1.0,1,3.0,Tampa
Studio in heart of LES (Manhattan),438.0,Entire home/apt,No pets & No parties,3.0,2,1.0,Tampa
Private furnished bedroom in Williamsburg,179.0,Private room,No parties & No smoking & No children under 10,5.0,1,2.0,Orlando
"Sixth Ave Chelsea, Studio Serviced Apartment",70.0,Entire home/apt,No visitors & No pets,30.0,3,2.0,Orlando
Large and furnished,345.0,Private room,No smoking & No pets,7.0,2,4.0,Orlando
Private room in Jackson Heights Apartment 2+,1081.0,Private room,No parties,1.0,1,1.0,Orlando
"Che’ Randall Deux
SoBro
10 minutes to Manhattan!",854.0,Private room,No children under 10,5.0,2,4.0,Orlando
Room in Upper East Side!,885.0,Private room,No smoking & No pets & No parties,1.0,2,4.0,Orlando
BKLYN Brownstone- Glam Getaway!,287.0,Entire home/apt,No pets & No visitors,3.0,2,3.0,Orlando
"Rare Find: SUNNY, LARGE DUPLEX Chelsea 2BR 2BA",188.0,Entire home/apt,No pets,6.0,2,5.0,Orlando
Riverside Drive Apartment,878.0,Entire home/apt,No visitors & No parties & No smoking,31.0,5,5.0,Orlando
"Private room. 1 bed, 2 guests, 3333 Broadway",705.0,Private room,No pets,1.0,2,3.0,Orlando
Oversized bedroom with living space,908.0,Private room,No visitors,20.0,1,3.0,Madison
Lifestlye Stay In Downtown Brooklyn,332.0,Entire home/apt,No children under 10,10.0,2,2.0,Madison
Perfectly Located UpperWest Futon,164.0,Shared room,No pets & No children under 10,2.0,1,1.0,Madison
Room in two bedroom apartment,159.0,Private room,No smoking & No pets,1.0,2,2.0,Madison
Zen 1 bedroom near Central Park+MET+Guggenheim,517.0,Entire home/apt,No pets,14.0,3,3.0,Madison
Nice bedroom at Manhattan -Upper East Side/Harlem,1048.0,Private room,No smoking,3.0,2,3.0,Madison
Cute private space in an Awesome Location,662.0,Entire home/apt,No smoking,1.0,4,5.0,Madison
Central Park Treasure,464.0,Entire home/apt,No visitors & No pets & No smoking,20.0,4,5.0,Madison
Spacious 1BD Red Hook Apartment,1145.0,Entire home/apt,No pets & No smoking,43.0,8,4.0,Madison
Sunny two bedroom-two bath in doorman building UWS,765.0,Entire home/apt,No children under 10,7.0,4,5.0,Madison
"Spacious 1 Bedroom in Midwood, BK!",1125.0,Private room,No children under 10,1.0,1,1.0,Milwaukee
Affordable bedroom in the East Village!,184.0,Private room,No parties,2.0,2,5.0,Milwaukee
Consider it home,892.0,Entire home/apt,No children under 10 & No pets,26.0,3,3.0,Milwaukee
Delightful & Roomy 1 Bdrm Apt,911.0,Entire home/apt,No pets & No smoking & No children under 10,1.0,9,1.0,Milwaukee
Sunny and Bright 1BR Factory Loft,146.0,Entire home/apt,No smoking & No visitors,30.0,2,1.0,Milwaukee
"Spacious Charming NYC Apt, 10 min to Midtown",928.0,Entire home/apt,No smoking,10.0,7,3.0,Milwaukee
Harlem cozy nights,457.0,Entire home/apt,No visitors,4.0,3,4.0,Denver
Studio Style Basement in Shared Apartment,498.0,Private room,No parties & No visitors,20.0,1,5.0,Denver
Bright room in Williamsburg loft,636.0,Private room,No pets & No smoking & No visitors,14.0,2,4.0,Denver
Room in Spacious Williamsburg Loft,934.0,Private room,No parties,21.0,2,4.0,Denver
GORGEOUS Newly-Renovated 2-BR Flat,731.0,Entire home/apt,No parties,30.0,6,5.0,Denver
Quaint & Charming 2BR + Futon,897.0,Private room,No children under 10,1.0,1,1.0,Denver
"Peaceful, beautiful home away ",414.0,Entire home/apt,No smoking & No visitors & No parties,2.0,4,1.0,Denver
Big Sunny Bushwick Apartment,714.0,Entire home/apt,No pets & No visitors,4.0,3,2.0,Denver
*NO GUEST SERVICE FEE* Luxury Studio Suite w/ Free Continental Breakfast,390.0,Entire home/apt,No smoking & No visitors & No parties,3.0,2,2.0,Denver
Full-size loft bed in East Village,104.0,Private room,No visitors & No pets & No parties,1.0,1,4.0,Gunnison
Clean and convenient 2BR apartment,405.0,Private room,No visitors & No children under 10,7.0,2,3.0,Gunnison
Spacious Bed and Bathroom in Brooklyn,406.0,Private room,No visitors & No smoking,1.0,1,2.0,Gunnison
SoHo LOFT #2  Broadway Av. - Amazing Location!,762.0,Entire home/apt,No parties & No smoking & No pets,4.0,4,3.0,Gunnison
Private Bedroom in Spanish Harlem,410.0,Private room,No parties,2.0,1,5.0,Lynchburg
"huge, clean and great loft space",261.0,Private room,No children under 10,2.0,2,3.0,Lynchburg
Design Hideaway in a Classic Brooklyn Townhouse,216.0,Entire home/apt,No smoking,4.0,3,3.0,Lynchburg
Private room in Williamsburg,70.0,Private room,No pets & No children under 10,1.0,2,4.0,Lynchburg
Private Room by Bushwick with Piano & Guitar,324.0,Private room,No visitors,1.0,2,5.0,Lynchburg
Blue House on the Hill,131.0,Entire home/apt,No smoking & No visitors & No parties,2.0,2,5.0,Lynchburg
Private Studio near LaGuardia Airport and Mahattan,910.0,Private room,No pets,3.0,1,5.0,Lynchburg
Charming Greenpoint Gem,179.0,Entire home/apt,No smoking,3.0,2,1.0,Lynchburg
Cozy and private room in the East Village,421.0,Private room,No smoking,3.0,1,5.0,Lynchburg
Mellow Stuyvesant Bedroom Madison 2L-2,505.0,Private room,No pets & No visitors,30.0,2,4.0,Lynchburg
